drug_id,drug_name,standardized_ingredient,drug_class
380,nalbuphine hydrochloride,nalbuphine hydrochloride,Opioid Agonist/Antagonist
381,ketamine hydrochloride,ketamine hydrochloride,General Anesthetic
382,bacteriostatic water,water,UNKNOWN_CLASS
383,xerava,eravacycline dihydrochloride,Tetracycline-class Antibacterial
384,colistimethate sodium,colistimethate sodium,Polymyxin-class Antibacterial
385,danyelza,naxitamab,Glycolipid Disialoganglioside-directed Antibody
386,mesna,mesna,Cytoprotective Agent
387,ultra-technekow v4,technetium tc-99m sodium pertechnetate,UNKNOWN_CLASS
388,methylene blue,methylene blue,Oxidation-Reduction Agent
389,cyanokit,hydroxocobalamin,Antidote
390,tirofiban hydrochloride,tirofiban hydrochloride,Platelet Aggregation Inhibitor
391,technescan hdp,oxidronate disodium,UNKNOWN_CLASS
392,arsenic trioxide,arsenic trioxide,UNKNOWN_CLASS
393,pemetrexed,pemetrexed disodium hemipentahydrate,Folate Analog Metabolic Inhibitor
394,kimmtrak,tebentafusp,Bispecific gp100 Peptide-HLA-directed CD3 T Cell Engager
395,pemetrexed,pemetrexed disodium,Folate Analog Metabolic Inhibitor
396,vivimusta,bendamustine hydrochloride,Alkylating Drug
397,keytruda,pembrolizumab,Programmed Death Receptor-1 Blocking Antibody
398,niktimvo,axatilimab,Colony Stimulating Factor-1 Receptor Blocker
399,octreotide,octreotide acetate,Somatostatin Analog
400,nypozi txid,filgrastim,Leukocyte Growth Factor
401,ak-fluor,fluorescein sodium,Diagnostic Dye
402,elfabrio,pegunigalsidase alfa,UNKNOWN_CLASS
403,technescan pyp,sodium pyrophosphate,UNKNOWN_CLASS
404,yervoy,ipilimumab,CTLA-4-directed Blocking Antibody
405,cidofovir dihydrate,cidofovir,Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor
406,idamycin pfs,idarubicin hydrochloride,Anthracycline Topoisomerase Inhibitor
407,truxima,rituximab,CD20-directed Cytolytic Antibody
408,ertapenem,ertapenem sodium,Penem Antibacterial
409,technescan mag3,betiatide,UNKNOWN_CLASS
410,amikacin sulfate,amikacin sulfate,Aminoglycoside Antibacterial
411,tofidence,tocilizumab,Interleukin-6 Receptor Antagonist
412,dyural 40 kit,"methylprednisolone acetate, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine, sodium chloride, isopropyl alcohol",UNKNOWN_CLASS
413,dobutamine,dobutamine hydrochloride,beta-Adrenergic Agonist
414,glofil-125,iothalamate sodium i-125,Radioactive Diagnostic Agent
415,esomeprazole sodium,esomeprazole sodium,Proton Pump Inhibitor
416,cefotetan,cefotetan disodium,Cephalosporin Antibacterial
417,herzuma,trastuzumab,HER2/neu Receptor Antagonist
418,fosaprepitant,fosaprepitant dimeglumine,Substance P/Neurokinin-1 Receptor Antagonist
419,pulmotech maa,albumin aggregated,UNKNOWN_CLASS
420,potassium phosphate,dibasic potassium phosphate,Osmotic Laxative
421,eribulin mesylate,eribulin mesylate,Microtubule Inhibitor
422,ferabright,ferumoxytol,Parenteral Iron Replacement
423,docetaxel,docetaxel anhydrous,Microtubule Inhibitor
424,cefuroxime and dextrose,cefuroxime sodium,Cephalosporin Antibacterial
425,mitoxantrone,mitoxantrone hydrochloride,Topoisomerase Inhibitor
426,vecuronium bromide,vecuronium bromide,Nondepolarizing Neuromuscular Blocker
427,milrinone lactate in 5% dextrose,milrinone lactate,Phosphodiesterase 3 Inhibitor
428,unituxin,dinutuximab,Glycolipid Disialoganglioside-directed Antibody
429,diphenhydramine hydrochloride,diphenhydramine hydrochloride,Histamine-1 Receptor Antagonist
430,thiamine hydrochloride,thiamine hydrochloride,UNKNOWN_CLASS
431,lmd in dextrose,dextran 40,Plasma Volume Expander
432,dexrazoxane,dexrazoxane hydrochloride,Cytoprotective Agent
433,cupric chloride,cupric chloride,UNKNOWN_CLASS
434,indium in 111 oxyquinoline,indium in-111 oxyquinoline,UNKNOWN_CLASS
435,epysqli,eculizumab,Complement Inhibitor
436,volumex,human serum albumin i-131,Radiopharmaceutical Activity
437,topotecan hydrochloride,topotecan hydrochloride,Topoisomerase Inhibitor
438,gentamicin sulfate in sodium chloride,gentamicin sulfate,Aminoglycoside Antibacterial
439,thallous chloride tl 201,thallous chloride tl-201,Radioactive Diagnostic Agent
440,daunorubicin hydrochloride,daunorubicin hydrochloride,Anthracycline Topoisomerase Inhibitor
441,precedex,dexmedetomidine hydrochloride,Central alpha-2 Adrenergic Agonist
442,aminophylline,aminophylline dihydrate,Methylxanthine
443,dopamine hydrochloride,dopamine hydrochloride,Catecholamine
444,saphnelo,anifrolumab,Type I Interferon Receptor Antagonist
445,caspofungin acetate,caspofungin acetate,Echinocandin Antifungal
446,gallium citrate ga-67,gallium chloride ga-67,UNKNOWN_CLASS
447,adakveo,crizanlizumab,Selectin Blocker
448,procainamide hydrochloride,procainamide hydrochloride,Antiarrhythmic
449,pedmark,sodium thiosulfate,UNKNOWN_CLASS
450,"piperacillin, tazobactam",piperacillin sodium,Penicillin-class Antibacterial
451,mylotarg,gemtuzumab ozogamicin,CD33-directed Immunoconjugate
452,novolog,insulin aspart,Insulin Analog
453,avastin,bevacizumab,Vascular Endothelial Growth Factor Inhibitor
454,vincristine sulfate,vincristine sulfate,Vinca Alkaloid
455,dyural 80-lm,"methylprednisolone acetate, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine, isopropyl alcohol",UNKNOWN_CLASS
456,pamidronate disodium,pamidronate disodium,Bisphosphonate
457,cefoxitin and dextrose,cefoxitin sodium,Cephalosporin Antibacterial
458,aztreonam,aztreonam,Monobactam Antibacterial
459,oxacillin,oxacillin sodium,Penicillin-class Antibacterial
460,potassium phosphates,"potassium phosphate, dibasic",Osmotic Laxative
461,ganciclovir,ganciclovir sodium,Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor
462,bleomycin,bleomycin sulfate,Cytoprotective Agent
463,bizengri,zenocutuzumab,UNKNOWN_CLASS
464,succinylcholine chloride,succinylcholine chloride dihydrate,Depolarizing Neuromuscular Blocker
465,kit for the preparation of technetium tc 99m pentetate,pentetic acid,Lead Chelator
466,polymyxin b,polymyxin b sulfate,Polymyxin-class Antibacterial
467,lincocin,lincomycin hydrochloride,UNKNOWN_CLASS
468,glucagon,glucagon,UNKNOWN_CLASS
469,"phenylephrine hydrochloride injection, solution",phenylephrine,alpha-1 Adrenergic Agonist
470,solu-cortef,hydrocortisone sodium succinate,Corticosteroid
471,vpriv,velaglucerase alfa,Hydrolytic Lysosomal Glucocerebroside-specific Enzyme
472,potassium acetate,potassium acetate,Osmotic Laxative
473,ammonia n-13,ammonia n-13,Radioactive Diagnostic Agent
474,zanosar,streptozocin,Alkylating Drug
475,ultiva,remifentanil hydrochloride,Opioid Agonist
476,methylergonovine maleate,methylergonovine maleate,Ergot Derivative
477,tzield,teplizumab,CD3-directed Antibody
478,elaprase,idursulfase,Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme
479,dexlido-m kit,"dexamethasone sodium phosphate, lidocaine hydrochloride, maricaine, povidine iodine",UNKNOWN_CLASS
480,revonto,dantrolene sodium,Skeletal Muscle Relaxant
481,as-3,adenine,UNKNOWN_CLASS
482,nafcillin,nafcillin sodium,Penicillin-class Antibacterial
483,naglazyme,galsulfase,Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme
484,doubledex kit,"dexamethasone sodium phosphate, povidine iodine",UNKNOWN_CLASS
485,praxbind,idarucizumab,Humanized Monoclonal Antibody Fragment
486,kadcyla,trastuzumab emtansine,UNKNOWN_CLASS
487,sodium phosphates,"sodium phosphate, dibasic, heptahydrate",UNKNOWN_CLASS
488,sodium fluoride f18,sodium fluoride f-18,Radioactive Diagnostic Agent
489,deferoxamine mesylate,deferoxamine mesylate,Iron Chelator
490,dexlido kit,"dexamethasone sodium phosphate, lidocaine hydrochloride, povidine iodine",UNKNOWN_CLASS
491,opdivo,nivolumab,Programmed Death Receptor-1 Blocking Antibody
492,fosphenytoin,fosphenytoin sodium,Anti-epileptic Agent
493,manganese,manganese chloride,Paramagnetic Contrast Agent
494,melphalan hydrochloride,melphalan hydrochloride,UNKNOWN_CLASS
495,lamzede,velmanase alfa-tycv,UNKNOWN_CLASS
496,recarbrio,cilastatin,Penem Antibacterial
497,bridion,sugammadex sodium,gamma-Cyclodextrins
498,ceretec,technetium tc-99m exametazime,Radioactive Diagnostic Agent
499,vinorelbine,vinorelbine tartrate,Vinca Alkaloid
500,dihydroergotamine mesylate,dihydroergotamine mesylate,Ergotamine Derivative
501,tevimbra,tislelizumab,Programmed Death Receptor-1 Blocking Antibody
502,fluorouracil,fluorouracil,Nucleoside Metabolic Inhibitor
503,ibutilide fumarate,ibutilide fumarate,Antiarrhythmic
504,kit for the preparation of technetium tc 99m medronate,technetium tc-99m medronate,Radioactive Diagnostic Agent
505,ketorocaine l kit,"ketorolac tromethamine, lidocaine hydrochloride, povidine iodine",UNKNOWN_CLASS
506,ketorocaine lm kit,"ketorolac tromethamine, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine",UNKNOWN_CLASS
507,selarsdi,ustekinumab-aekn,Interleukin-12 Antagonist
508,amphotericin b,amphotericin b,Lipid-based Polyene Antifungal
509,vimizim,elosulfase alfa,Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme
510,gallium ga-68 psma-11,gallium ga-68 gozetotide,Radioactive Diagnostic Agent
511,vizamyl,flutemetamol f-18,Radioactive Diagnostic Agent
512,pralatrexate,pralatrexate,Folate Analog Metabolic Inhibitor
513,onpattro,patisiran sodium,Small Interfering RNA
514,meropenem,meropenem anhydrous,Penem Antibacterial
515,cyclophosphamide,cyclophosphamide anhydrous,UNKNOWN_CLASS
516,cyramza,ramucirumab,Vascular Endothelial Growth Factor Receptor 2 Antagonist
517,photofrin,porfimer sodium,Photoactivated Radical Generator
518,optiray 350,ioversol,Radiographic Contrast Agent
519,empliciti,elotuzumab,SLAMF7-directed Immunostimulatory Antibody
520,sylvant,siltuximab,Interleukin-6 Antagonist
521,adreview,iobenguane i-123,UNKNOWN_CLASS
522,andexxa,andexanet alfa,UNKNOWN_CLASS
523,elzonris,tagraxofusp,CD123 Interaction
524,sodium nitrite,sodium nitrite,UNKNOWN_CLASS
525,pemetrexed,pemetrexed disodium heptahydrate,Folate Analog Metabolic Inhibitor
526,levothyroxine sodium,levothyroxine sodium anhydrous,l-Thyroxine
527,enoxaparin sodium,enoxaparin sodium,Low Molecular Weight Heparin
528,viltepso,viltolarsen,UNKNOWN_CLASS
529,fludarabine phosphate,fludarabine phosphate,Nucleoside Metabolic Inhibitor
530,lunsumio,mosunetuzumab,UNKNOWN_CLASS
531,sarclisa,isatuximab,CD38-directed Cytolytic Antibody
532,regadenoson,regadenoson anhydrous,Pharmacologic Cardiac Stress Test Agent
533,lumisight,pegulicianine,UNKNOWN_CLASS
534,chloramphenicol sodium succinate,chloramphenicol sodium succinate,Amphenicol-class Antibacterial
535,cortrosyn,cosyntropin,Adrenocorticotropic Hormone
536,infed,iron dextran,Parenteral Iron Replacement
537,sincalide,sincalide,Cholecystokinin Analog
538,retacrit,epoetin,Erythropoiesis-stimulating Agent
539,perjeta,pertuzumab,HER2/neu Receptor Antagonist
540,tyruko,natalizumab,Integrin Receptor Antagonist
541,oxytocin,oxytocin,Oxytocic
542,zemdri (plazomicin),plazomicin,UNKNOWN_CLASS
543,buprenorphine hydrochloride,buprenorphine hydrochloride,Partial Opioid Agonist
544,ocrevus,ocrelizumab,CD20-directed Cytolytic Antibody
545,sufentanil citrate,sufentanil citrate,Opioid Agonist
546,alymsys,bevacizumab-maly,Vascular Endothelial Growth Factor Inhibitor
547,neuraceq,florbetaben f-18,Radioactive Diagnostic Agent
548,imfinzi,durvalumab,Programmed Death Ligand-1 Blocker
549,ebanga,ansuvimab,Zaire Ebolavirus Glycoprotein-directed Antibody
550,zynlonta,loncastuximab tesirine,UNKNOWN_CLASS
551,pentobarbital sodium,pentobarbital sodium,UNKNOWN_CLASS
552,isoproterenol hydrochloride,isoproterenol hydrochloride,beta-Adrenergic Agonist
553,infliximab,infliximab,Tumor Necrosis Factor Blocker
554,acyclovir,acyclovir sodium,Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor
555,eraxis,anidulafungin,Echinocandin Antifungal
556,raxibacumab,raxibacumab,Anthrax Protective Antigen-directed Antibody
557,lymphir,denileukin diftitox,CD25-directed Cytotoxin
558,simponi aria,golimumab,Tumor Necrosis Factor Blocker
559,sodium acetate,sodium acetate,UNKNOWN_CLASS
560,sodium tetradecyl sulfate,sodium tetradecyl sulfate,UNKNOWN_CLASS
561,phentolamine mesylate,phentolamine mesylate,alpha-Adrenergic Blocker
562,fabrazyme,agalsidase beta,Hydrolytic Lysosomal Neutral Glycosphingolipid-specific Enzyme
563,cefotaxime,cefotaxime sodium,Cephalosporin Antibacterial
564,aldurazyme,laronidase,Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme
565,dotarem,gadoterate meglumine,Gadolinium-based Contrast Agent
566,babybig,human botulinum neurotoxin a/b immune globulin,Human Immunoglobulin G
567,ustekinumab,ustekinumab,Interleukin-12 Antagonist
568,protamine sulfate,protamine sulfate,Heparin Reversal Agent
569,"sodium citrate blood-pack units, (pl 146 plastic)",trisodium citrate dihydrate,Anti-coagulant
570,skyrizi,risankizumab-rzaa,UNKNOWN_CLASS
571,xenpozyme,olipudase alfa,UNKNOWN_CLASS
572,vyepti,eptinezumab,Calcitonin Gene-related Peptide Antagonist
573,erythrocin lactobionate,erythromycin lactobionate,Macrolide Antimicrobial
574,mardex 25 kit,"dexamethasone sodium phosphate, bupivacaine hydrochloride, povidine iodine",UNKNOWN_CLASS
575,chlorothiazide sodium,chlorothiazide sodium,Thiazide Diuretic
576,darzalex,daratumumab,CD38-directed Cytolytic Antibody
577,multiple vitamins (adult) pharmacy bulk package,"ascorbic acid, vitamin a palmitate, cholecalciferol, thiamine hydrochloride, riboflavin 5 phosphate sodium, pyridoxine hydrochloride, niacinamide, dexpanthenol, alpha-tocopherol acetate, vitamin k, folic acid, biotin, cyanocobalamin",UNKNOWN_CLASS
578,ruby-fill,rubidium chloride rb-82,Radioactive Diagnostic Agent
579,thymoglobulin,lapine t-lymphocyte immune globulin,Immunoglobulin G
580,ethacrynate sodium,ethacrynate sodium,Loop Diuretic
581,elucirem,gadopiclenol,UNKNOWN_CLASS
582,rybrevant,amivantamab,UNKNOWN_CLASS
583,cinqair,reslizumab,Interleukin-5 Antagonist
584,imjudo,tremelimumab,CTLA-4-directed Blocking Antibody
585,tromethamine,tromethamine,UNKNOWN_CLASS
586,micafungin,micafungin,Echinocandin Antifungal
587,lumizyme,alglucosidase alfa,Hydrolytic Lysosomal Glycogen-specific Enzyme
588,pentamidine isethionate,pentamidine isethionate,Antiprotozoal
589,orencia,abatacept,Selective T Cell Costimulation Modulator
590,lemtrada,alemtuzumab,CD52-directed Cytolytic Antibody
591,terlivaz,terlipressin,Vasopressin Receptor Agonist
592,defitelio,defibrotide sodium,UNKNOWN_CLASS
593,cosentyx,secukinumab,Interleukin-17A Antagonist
594,cellcept,mycophenolate mofetil hydrochloride,Antimetabolite Immunosuppressant
595,(sotradecol) sodium tetradecyl sulfate,tetradecyl hydrogen sulfate (ester),UNKNOWN_CLASS
596,neoprofen,ibuprofen lysine,Nonsteroidal Anti-inflammatory Drug
597,technetium tc 99m medronate,medronic acid,UNKNOWN_CLASS
598,ellence,epirubicin hydrochloride,Anthracycline Topoisomerase Inhibitor
599,ziihera,zanidatamab,UNKNOWN_CLASS
600,mepsevii,vestronidase alfa,Lysosomal beta Glucuronidase
601,hetastarch in sodium chloride,hetastarch,Plasma Volume Expander
602,tecentriq,atezolizumab,Programmed Death Receptor-1 Blocking Antibody
603,vasopressin,"vasopressin, unspecified",UNKNOWN_CLASS
604,nexviazyme,avalglucosidase alfa,Hydrolytic Lysosomal Glycogen-specific Enzyme
605,imaavy,nipocalimab,UNKNOWN_CLASS
606,bivigam,human immunoglobulin g,Human Immunoglobulin G
607,tremfya,guselkumab,Interleukin-23 Antagonist
608,omniscan,gadodiamide,Paramagnetic Contrast Agent
609,pombiliti atga,cipaglucosidase alfa,Hydrolytic Lysosomal Glycogen-specific Enzyme
610,sodium acetate,sodium acetate anhydrous,Osmotic Laxative
611,azathioprine sodium,azathioprine sodium,Purine Antimetabolite
612,cerezyme,imiglucerase,Hydrolytic Lysosomal Glucocerebroside-specific Enzyme
613,multihance,gadobenate dimeglumine,Gadolinium-based Contrast Agent
614,loqtorzi,toripalimab,Programmed Death Receptor-1 Blocking Antibody
615,giapreza,angiotensin ii,Vasoconstrictor
616,papaverine hydrochloride,papaverine hydrochloride,UNKNOWN_CLASS
617,penicillin g sodium,penicillin g sodium,Penicillin-class Antibacterial
618,prostin vr pediatric,alprostadil,Prostaglandin Analog
619,veopoz,pozelimab,Complement Inhibitor
620,allopurinol,allopurinol sodium,Xanthine Oxidase Inhibitor
621,anthim,obiltoxaximab,Anthrax Protective Antigen-directed Antibody
622,byfavo,remimazolam besylate,UNKNOWN_CLASS
623,ga-68-dotatoc,edotreotide gallium ga-68,UNKNOWN_CLASS
624,libtayo,cemiplimab,UNKNOWN_CLASS
625,omnipaque,iohexol,Radiographic Contrast Agent
626,evkeeza,evinacumab,Angiopoietin-like 3 Inhibitor
627,zevtera,ceftobiprole medocaril sodium,Cephalosporin Antibacterial
628,padcev ejfv,enfortumab vedotin,UNKNOWN_CLASS
629,valproate sodium,valproate sodium,Anti-epileptic Agent
630,pylarify,piflufolastat f-18,Radioactive Diagnostic Agent
631,panhematin,hemin,UNKNOWN_CLASS
632,inmazeb,atoltivimab,UNKNOWN_CLASS
633,tivdak,tisotumab vedotin,UNKNOWN_CLASS
634,enjaymo,sutimlimab,Classical Complement Pathway Inhibitor
635,dextrose,dextrose,UNKNOWN_CLASS
636,pemfexy,pemetrexed monohydrate,Folate Analog Metabolic Inhibitor
637,emrelis,telisotuzumab vedotin,UNKNOWN_CLASS
638,ferrlecit,sodium ferric gluconate complex,Parenteral Iron Replacement
639,lynozyfic,linvoseltamab,UNKNOWN_CLASS
640,rytelo,imetelstat sodium,Oligonucleotide Telomerase Inhibitor
641,briumvi,ublituximab,CD20-directed Cytolytic Antibody
642,butorphanol tartrate,butorphanol tartrate,Opioid Agonist/Antagonist
643,cosela,trilaciclib dihydrochloride,Kinase Inhibitor
644,cysteine hydrochloride,cysteine hydrochloride,UNKNOWN_CLASS
645,proleukin,aldesleukin,Lymphocyte Growth Factor
646,besponsa,inotuzumab ozogamicin,CD22-directed Immunoconjugate
647,xofigo,radium ra-223 dichloride,Radioactive alpha-Particle Emitting Therapeutic Agent
648,polifleks,isotonic sodium chloride solution,Osmotic Laxative
649,leukine,sargramostim,Leukocyte Growth Factor
650,zerbaxa,ceftolozane sulfate,Cephalosporin Antibacterial
651,diphenhydramine hydrochloride,diphenhydramine hcl,Histamine-1 Receptor Antagonist
652,ambelvist,gadoquatrane,UNKNOWN_CLASS
653,spevigo,spesolimab,Interleukin-36 Receptor Antagonist
654,methohexital sodium,methohexital sodium,Barbiturate
655,eovist,gadoxetate disodium,Gadolinium-based Contrast Agent
656,ceftazidime,ceftazidime,Cephalosporin Antibacterial
657,gadavist,gadobutrol,Gadolinium-based Contrast Agent
658,ethyol,amifostine,Cytoprotective Agent
659,feraheme,ferumoxytol non-stoichiometric magnetite,Parenteral Iron Replacement
660,clinolipid,olive oil,Lipid Emulsion
661,pluvicto,lutetium lu-177 vipivotide tetraxetan,Radioligand Therapeutic Agent
662,korsuva,difelikefalin acetate,Kappa Opioid Receptor Agonist
663,mtl1 leucoflex,anticoagulant citrate phosphate dextrose solution with as-1,UNKNOWN_CLASS
664,entyvio,vedolizumab,Integrin Receptor Antagonist
665,iomervu,iomeprol,Radiographic Contrast Agent
666,unloxcyt,cosibelimab,Programmed Death Ligand-1 Blocker
667,acd a,citric acid monohydrate,Anti-coagulant
668,mircera,methoxy polyethylene glycol-epoetin beta,Erythropoiesis-stimulating Agent
669,ultravist,iopromide,Radiographic Contrast Agent
670,hercessi,trastuzumab-strf,HER2/neu Receptor Antagonist
671,baxdela,delafloxacin meglumine,Fluoroquinolone Antibacterial
672,avycaz,avibactam sodium,Cephalosporin Antibacterial
673,pyridoxine hydrochloride,pyridoxine hydrochloride,Vitamin B6 Analog
674,netspot,68ga-dotatate,UNKNOWN_CLASS
675,lutathera,lutetium oxodotreotide lu-177,UNKNOWN_CLASS
676,locametz,gozetotide,UNKNOWN_CLASS
677,technetium tc 99m sestamibi,technetium tc-99m sestamibi,Radioactive Diagnostic Agent
678,imuldosa,ustekinumab-srlf,Interleukin-12 Antagonist
679,rezzayo,rezafungin,Echinocandin Antifungal
680,dalbavancin,dalbavancin hydrochloride,Lipoglycopeptide Antibacterial
681,doxycycline hyclate,doxycycline anhydrous,Tetracycline-class Drug
682,orbactiv,oritavancin,Lipoglycopeptide Antibacterial
683,kit for the preparation of technetium tc99m pyrophosphate,technetium tc-99m pyrophosphate,Radioactive Diagnostic Agent
684,kit for the preparation of technetium tc 99m mebrofenin,mebrofenin,UNKNOWN_CLASS
685,kimyrsa,oritavancin diphosphate,Lipoglycopeptide Antibacterial
686,chirhostim 40,secretin human,UNKNOWN_CLASS
687,lincomycin,lincomycin,UNKNOWN_CLASS
688,yartemlea,narsoplimab,UNKNOWN_CLASS
689,parsabiv,etelcalcetide hydrochloride,Calcium-sensing Receptor Agonist
690,omegaven,fish oil,UNKNOWN_CLASS
691,margenza,margetuximab,HER2/neu Receptor Antagonist
692,monoferric,ferric derisomaltose,UNKNOWN_CLASS
693,r-gene,arginine hydrochloride,UNKNOWN_CLASS
694,tauvid,flortaucipir f-18,UNKNOWN_CLASS
695,cytalux,pafolacianine sodium,Optical Imaging Agent
696,epinephrine,epinephrine bitartrate,Catecholamine
697,gohibic,vilobelimab,UNKNOWN_CLASS
698,skyrizi,risankizumab,Interleukin-23 Antagonist
699,fluorescein,fluorescein,Diagnostic Dye
700,zinplava,bezlotoxumab,UNKNOWN_CLASS
701,vectibix,panitumumab,Epidermal Growth Factor Receptor Antagonist
702,vibativ,telavancin hydrochloride,Lipoglycopeptide Antibacterial
703,dactinomycin,dactinomycin,Actinomycin
704,edetate calcium disodium,edetate calcium disodium,Anti-coagulant
705,albuminex,albumin human,Human Serum Albumin
706,beleodaq,belinostat,Histone Deacetylase Inhibitor
707,ruconest,conestat alfa,UNKNOWN_CLASS
708,vyvgart,efgartigimod alfa,Neonatal Fc Receptor Blocker
709,ropidex,"dexamethasone sodium phosphate, ropivacaine hydrochloride, povidine iodine",UNKNOWN_CLASS
710,pentamidine isethionate,pentamidine diisethionate,Antiprotozoal
711,tobramycin,tobramycin,Aminoglycoside Antibacterial
712,avzivi,bevacizumab-tnjn,Vascular Endothelial Growth Factor Inhibitor
713,glucagon,glucagon hydrochloride,Antihypoglycemic Agent
714,jemperli,dostarlimab,Programmed Death Receptor-1 Blocking Antibody
715,khapzory,levoleucovorin disodium,Folate Analog
716,poteligeo,mogamulizumab,Chemokine Receptor Type 4 Interaction
717,fluorodopa f18,fluorodopa f-18,UNKNOWN_CLASS
718,kepivance,palifermin,Mucocutaneous Epithelial Cell Growth Factor
719,gadoteridol,gadoteridol,Paramagnetic Contrast Agent
720,elahere,mirvetuximab soravtansine,UNKNOWN_CLASS
721,gamifant,emapalumab,Interferon gamma Blocker
722,vinblastine sulfate,vinblastine sulfate,Vinca Alkaloid
723,avlayah,tividenofusp alfa,UNKNOWN_CLASS
724,cerianna,fluoroestradiol f-18,Radioactive Diagnostic Agent
725,nulibry,fosdenopterin hydrobromide,Cyclic Pyranopterin Monophosphate
726,rapivab,peramivir,UNKNOWN_CLASS
727,fetroja,cefiderocol sulfate tosylate,Cephalosporin Antibacterial
728,dopram,doxapram hydrochloride,Respiratory Stimulant
729,imipenem and cilastatin,cilastatin sodium,Penem Antibacterial
730,exondys 51,eteplirsen,Antisense Oligonucleotide
731,leqembi,lecanemab,Amyloid Beta-directed Antibody
732,krystexxa,pegloticase,Uric Acid-specific Enzyme
733,cresemba,isavuconazonium sulfate,Azole Antifungal
734,amondys 45,casimersen,Antisense Oligonucleotide
735,nalmefene hydrochloride,nalmefene hydrochloride,Opioid Antagonist
736,lumason,"distearoylphosphatidylcholine, dl-",Contrast Agent for Ultrasound Imaging
737,apidra,insulin glulisine,Insulin Analog
738,trodelvy,sacituzumab govitecan,UNKNOWN_CLASS
739,vyondys 53,golodirsen,Antisense Oligonucleotide
740,pramosone cream,hydrocortisone acetate,Corticosteroid
741,fluocinonide,fluocinonide,Corticosteroid
742,ciclopirox,ciclopirox,Decreased DNA Replication
743,urea cream 40%,urea,UNKNOWN_CLASS
744,halobetasol propionate,halobetasol propionate,Corticosteroid
745,mupirocin,mupirocin,RNA Synthetase Inhibitor Antibacterial
746,marbeta 25 kit,"betamethasone sodium phosphate and betamethasone acetate, bupivacaine hydrochloride, povidine iodine",UNKNOWN_CLASS
747,triamcinolone acetonide,triamcinolone acetonide,Corticosteroid
748,lidocaine,lidocaine,Amide Local Anesthetic
749,sodium sulfacetamide,sulfacetamide sodium,Sulfonamide Antibacterial
750,calcipotriene and betamethasone dipropionate,betamethasone dipropionate,Corticosteroid
751,mlk f4 kit,"triamcinolone acetonide, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine",UNKNOWN_CLASS
752,salinocaine,benzocaine,Standardized Chemical Allergen
753,hydrocortisone valerate,hydrocortisone valerate,Corticosteroid
754,penciclovir,penciclovir,Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor
755,mlk kit f2,"marcaine, lidocaine, kenalog, povidone iodine",UNKNOWN_CLASS
756,fluticasone propionate,fluticasone propionate,Corticosteroid
757,clindamycin phosphate and benzoyl peroxide,benzoyl peroxide,Lincosamide Antibacterial
758,tazarotene,tazarotene,Retinoid
759,naftifine hydrochloride,naftifine hydrochloride,Allylamine Antifungal
760,clobetasol propionate,clobetasol propionate,Corticosteroid
761,adapalene,adapalene,Retinoid
762,mupirocin,mupirocin calcium,RNA Synthetase Inhibitor Antibacterial
763,ssd cream,silver sulfadiazine,Sulfonamide Antibacterial
764,econazole nitrate,econazole nitrate,Azole Antifungal
765,fluocinolone acetonide,fluocinolone acetonide,Corticosteroid
766,anzupgo,delgocitinib,Janus Kinase Inhibitor
767,betamethasone valerate,betamethasone valerate,Corticosteroid
768,"desonide ointment, 0.05%",desonide,Corticosteroid
769,desoximetasone,desoximetasone,Corticosteroid
770,ammonium lactate,ammonium lactate,Acidifying Activity
771,inveltys,loteprednol etabonate,Corticosteroid
772,grafco applicator 45 cm,potassium nitrate,UNKNOWN_CLASS
773,tachosil,fibrinogen human,Human Blood Coagulation Factor
774,bupivilog kit,"marcaine, kenalog, povidone iodine",UNKNOWN_CLASS
775,lidolog kit,"lidocaine, kenalog, povidone iodine",UNKNOWN_CLASS
776,diclox patch 30ct,diclofenac epolamine,Nonsteroidal Anti-inflammatory Drug
777,sodium sulfacetamide - sulfur wash,sulfacetamide,Sulfonamide Antibacterial
778,betalido kit,"betamethasone sodium phosphate, betamethasone acetate, lidocaine, povidine iodine",UNKNOWN_CLASS
779,numbrino,cocaine hydrochloride,UNKNOWN_CLASS
780,salicylic acid,salicylic acid,UNKNOWN_CLASS
781,clotrimazole,clotrimazole,Azole Antifungal
782,cordran,flurandrenolide,Corticosteroid
783,vtama,tapinarof,Aryl Hydrocarbon Receptor Agonist
784,klisyri,tirbanibulin,Microtubule Inhibitor
785,dyural l kit,"methylprednisolone acetate, lidocaine hydrochloride, povidine iodine, isopropyl alcohol",UNKNOWN_CLASS
786,tavaborole,tavaborole,Oxaborole Antifungal
787,silver nitrate,silver nitrate,UNKNOWN_CLASS
